,participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number,Group_Status,RT1ms,RT2ms,RT3ms,RT4ms,RT5ms,RT6ms,TT
1051,45,1.8348,3.7217,0.535,0.964,1.4449,0.7805,n,0.6753,Negative,11,1,NON-ASC,1834.8,3721.7,535,964,1444.9,780.5,9280.9
1052,45,1.2861,1.6091,0.7677,1.6179,0.601,0.8157,n,5.7835,Positive,12,1,NON-ASC,1286.1,1609.1,767.7,1617.9,601,815.7,6697.5
1053,45,1.9288,2.1051,0.8802,0.9155,1.2788,0.9191,y,0.5029,Neutral,4,1,NON-ASC,1928.8,2105.1,880.2,915.5,1278.8,919.1,8027.5
1054,45,2.3489,2.7279,1.2073,0.7919,0.7934,0.6149,y,0.268,Positive,3,1,NON-ASC,2348.9,2727.9,1207.3,791.9,793.4,614.9,8484.3
1055,45,1.8325,1.9789,0.5812,0.9239,1.0556,1.0504,n,0.3027,Neutral,7,1,NON-ASC,1832.5,1978.9,581.2,923.9,1055.6,1050.4,7422.5
1056,45,1.2129,2.3821,4.0957,2.7851,2.4697,2.4356,space,0.4476,Neutral,16,1,NON-ASC,1212.9,2382.1,4095.7,2785.1,2469.7,2435.6,15381.1
1057,46,2.1292,4.6509,1.5659,3.6175,1.8336,2.1025,space,0.0161,Positive,18,1,NON-ASC,2129.2,4650.9,1565.9,3617.5,1833.6,2102.5,15899.6
1058,46,4.367,6.056,1.6447,2.2002,2.2992,2.6529,space,0.3284,Negative,20,1,NON-ASC,4367,6056,1644.7,2200.2,2299.2,2652.9,19220
1059,46,1.9103,3.9111,1.3612,2.5984,5.4783,2.3449,space,0.2567,Neutral,13,1,NON-ASC,1910.3,3911.1,1361.2,2598.4,5478.3,2344.9,17604.2
1060,46,5.3337,4.1274,2.5019,3.8471,2.9349,4.2151,y,2.087,Positive,6,1,NON-ASC,5333.7,4127.4,2501.9,3847.1,2934.9,4215.1,22960.1
1061,46,7.2558,8.1788,1.5002,1.9288,2.2019,2.1984,space,0.1894,Neutral,22,1,NON-ASC,7255.8,8178.8,1500.2,1928.8,2201.9,2198.4,23263.9
1062,46,2.2036,5.3399,1.3939,2.284,3.2953,1.6618,y,1.5887,Positive,3,1,NON-ASC,2203.6,5339.9,1393.9,2284,3295.3,1661.8,16178.5
1063,46,5.0803,4.234,1.1076,1.6306,3.2228,1.2499,space,0.149,Positive,15,1,NON-ASC,5080.3,4234,1107.6,1630.6,3222.8,1249.9,16525.2
1064,46,6.2557,5.7111,1.9613,4.0308,0.9327,1.8454,y,0.6629,Positive,9,1,NON-ASC,6255.7,5711.1,1961.3,4030.8,932.7,1845.4,20737
1065,46,5.8009,51.6443,1.4789,1.8661,3.1853,1.6504,n,0.7842,Negative,8,1,NON-ASC,5800.9,51644.3,1478.9,1866.1,3185.3,1650.4,65625.9
1066,46,3.5093,12.9684,1.0179,1.9498,2.895,1.7818,space,0.1504,Neutral,19,1,NON-ASC,3509.3,12968.4,1017.9,1949.8,2895,1781.8,24122.2
1067,46,3.3444,5.1674,1.141,3.5349,1.819,2.3828,space,0.1845,Negative,17,1,NON-ASC,3344.4,5167.4,1141,3534.9,1819,2382.8,17389.5
1068,46,1.4377,4.3493,1.8971,1.5476,2.5691,2.0179,y,1.3067,Neutral,1,1,NON-ASC,1437.7,4349.3,1897.1,1547.6,2569.1,2017.9,13818.7
1069,46,3.296,4.6174,1.285,1.5205,1.821,2.8738,n,1.588,Neutral,7,1,NON-ASC,3296,4617.4,1285,1520.5,1821,2873.8,15413.7
1070,46,24.1449,3.6445,4.6442,2.2038,2.7693,2.0657,y,4.1399,Negative,2,1,NON-ASC,24144.9,3644.5,4644.2,2203.8,2769.3,2065.7,39472.4
1071,46,3.7342,8.4333,1.7181,1.989,2.1998,3.0785,space,0.2173,Positive,24,1,NON-ASC,3734.2,8433.3,1718.1,1989,2199.8,3078.5,21152.9
1072,46,4.7616,3.0144,2.7824,2.1464,1.3942,1.4954,space,0.0141,Neutral,16,1,NON-ASC,4761.6,3014.4,2782.4,2146.4,1394.2,1495.4,15594.4
1073,46,4.0283,3.1404,2.876,1.7284,1.7001,1.1525,space,0.0331,Positive,21,1,NON-ASC,4028.3,3140.4,2876,1728.4,1700.1,1152.5,14625.7
1074,46,2.1958,2.9223,1.5881,2.8984,2.4668,1.7487,n,0.9027,Neutral,10,1,NON-ASC,2195.8,2922.3,1588.1,2898.4,2466.8,1748.7,13820.1
1075,46,4.8309,6.2122,2.7966,2.1501,3.3564,0.9559,y,1.1125,Negative,5,1,NON-ASC,4830.9,6212.2,2796.6,2150.1,3356.4,955.9,20302.1
1076,46,1.2438,2.9324,1.4872,2.1843,1.2673,2.3116,y,6.1821,Positive,12,1,NON-ASC,1243.8,2932.4,1487.2,2184.3,1267.3,2311.6,11426.6
1077,46,7.4056,5.5596,1.5318,2.1489,1.7339,2.5113,space,0.0322,Negative,23,1,NON-ASC,7405.6,5559.6,1531.8,2148.9,1733.9,2511.3,20891.1
1078,46,2.0558,4.517,2.0162,2.3475,2.0323,2.1677,y,0.8119,Neutral,4,1,NON-ASC,2055.8,4517,2016.2,2347.5,2032.3,2167.7,15136.5
1079,46,4.425,4.0116,1.4447,2.8278,1.4453,2.4511,space,0.0031,Negative,14,1,NON-ASC,4425,4011.6,1444.7,2827.8,1445.3,2451.1,16605.5
1080,46,1.7496,5.5681,1.3991,1.503,2.4665,2.4809,y,2.0552,Negative,11,1,NON-ASC,1749.6,5568.1,1399.1,1503,2466.5,2480.9,15167.2
1081,47,3.3296,5.7926,3.3456,3.7743,2.9197,2.3364,space,0.9856,Neutral,18,1,NON-ASC,3329.6,5792.6,3345.6,3774.3,2919.7,2336.4,21498.2
1082,47,3.8909,4.5703,2.5353,2.0689,2.1545,3.9371,space,0.5382,Negative,19,1,NON-ASC,3890.9,4570.3,2535.3,2068.9,2154.5,3937.1,19157
1083,47,4.756,4.5413,1.7375,2.4198,2.0778,2.421,space,0.0848,Negative,22,1,NON-ASC,4756,4541.3,1737.5,2419.8,2077.8,2421,17953.4
1084,47,1.5188,4.4556,2.4028,2.5524,1.7374,2.2361,y,5.0566,Neutral,12,1,NON-ASC,1518.8,4455.6,2402.8,2552.4,1737.4,2236.1,14903.1
1085,47,2.5877,5.2731,2.8039,2.1359,1.3026,2.3962,space,0.4887,Positive,14,1,NON-ASC,2587.7,5273.1,2803.9,2135.9,1302.6,2396.2,16499.4
1086,47,2.2702,5.3231,2.753,2.0704,1.89,1.7558,space,0.4848,Neutral,15,1,NON-ASC,2270.2,5323.1,2753,2070.4,1890,1755.8,16062.5
1087,47,3.3865,7.4811,2.0039,2.3203,2.0015,1.5902,space,0.2738,Negative,13,1,NON-ASC,3386.5,7481.1,2003.9,2320.3,2001.5,1590.2,18783.5
1088,47,2.3868,4.3059,1.2358,3.0872,3.0405,3.3197,y,0.9391,Neutral,9,1,NON-ASC,2386.8,4305.9,1235.8,3087.2,3040.5,3319.7,17375.9
1089,47,5.0596,7.5588,1.2016,1.5304,2.1174,1.6042,space,0.009,Positive,23,1,NON-ASC,5059.6,7558.8,1201.6,1530.4,2117.4,1604.2,19072
1090,47,1.8959,4.4721,1.4695,1.7519,2.0274,1.8363,y,2.0194,Neutral,6,1,NON-ASC,1895.9,4472.1,1469.5,1751.9,2027.4,1836.3,13453.1
1091,47,2.2866,5.5551,1.0859,2.0889,1.8427,1.5872,space,0.1353,Negative,16,1,NON-ASC,2286.6,5555.1,1085.9,2088.9,1842.7,1587.2,14446.4
1092,47,2.9735,6.2051,3.1885,1.57,1.9034,1.636,n,0.5678,Negative,7,1,NON-ASC,2973.5,6205.1,3188.5,1570,1903.4,1636,17476.5
1093,47,2.8862,4.1564,1.1525,2.114,1.9348,1.5038,y,0.6692,Negative,4,1,NON-ASC,2886.2,4156.4,1152.5,2114,1934.8,1503.8,13747.7
1094,47,3.5716,7.041,1.409,1.5202,2.3697,2.4544,space,1.2323,Neutral,24,1,NON-ASC,3571.6,7041,1409,1520.2,2369.7,2454.4,18365.9
1095,47,2.6979,6.5254,1.6197,2.0539,1.4408,1.1467,y,1.074,Neutral,3,1,NON-ASC,2697.9,6525.4,1619.7,2053.9,1440.8,1146.7,15484.4
1096,47,5.1515,4.6572,1.5246,2.3868,3.7362,1.4193,y,1.2089,Positive,5,1,NON-ASC,5151.5,4657.2,1524.6,2386.8,3736.2,1419.3,18875.6
1097,47,3.9714,6.9938,1.8864,2.7754,2.5388,2.0017,y,1.5668,Positive,2,1,NON-ASC,3971.4,6993.8,1886.4,2775.4,2538.8,2001.7,20167.5
1098,47,1.8512,4.2555,2.0401,1.447,2.6522,1.837,y,1.269,Negative,1,1,NON-ASC,1851.2,4255.5,2040.1,1447,2652.2,1837,14083
1099,47,1.9353,4.7219,1.6052,2.304,1.9401,1.5525,n,1.2859,Negative,10,1,NON-ASC,1935.3,4721.9,1605.2,2304,1940.1,1552.5,14059
1100,47,2.4027,7.0588,1.4073,2.3199,1.9069,2.1524,space,0.0833,Positive,17,1,NON-ASC,2402.7,7058.8,1407.3,2319.9,1906.9,2152.4,17248
1101,47,2.2697,7.9333,1.4706,1.8416,3.309,1.7392,n,1.3851,Positive,11,1,NON-ASC,2269.7,7933.3,1470.6,1841.6,3309,1739.2,18563.4
1102,47,6.877,6.1239,3.0708,2.3182,2.2606,3.8954,space,0.2016,Neutral,21,1,NON-ASC,6877,6123.9,3070.8,2318.2,2260.6,3895.4,24545.9
1103,47,4.5225,7.2753,2.1361,1.4529,1.903,2.5357,space,0.1016,Positive,20,1,NON-ASC,4522.5,7275.3,2136.1,1452.9,1903,2535.7,19825.5
1104,47,3.205,4.0293,5.0231,3.1041,2.7381,3.1027,n,18.4698,Positive,8,1,NON-ASC,3205,4029.3,5023.1,3104.1,2738.1,3102.7,21202.3
1105,48,2.7603,2.9522,1.8075,2.5987,2.0568,2.8973,y,1.7725,Neutral,9,1,NON-ASC,2760.3,2952.2,1807.5,2598.7,2056.8,2897.3,15072.8
1106,48,2.9399,5.4807,2.7455,2.5784,1.7682,1.7492,space,0.2558,Neutral,15,1,NON-ASC,2939.9,5480.7,2745.5,2578.4,1768.2,1749.2,17261.9
1107,48,2.2097,5.2333,2.7126,2.191,2.2082,1.7519,space,0.3368,Negative,16,1,NON-ASC,2209.7,5233.3,2712.6,2191,2208.2,1751.9,16306.7
1108,48,5.4379,3.3272,1.5254,1.9775,2.0777,1.698,space,2.5769,Neutral,21,1,NON-ASC,5437.9,3327.2,1525.4,1977.5,2077.7,1698,16043.7
1109,48,4.88,5.8577,1.6956,2.0014,1.7288,3.1409,space,0.9082,Neutral,18,1,NON-ASC,4880,5857.7,1695.6,2001.4,1728.8,3140.9,19304.4
1110,48,3.5547,2.159,1.692,1.8579,2.0815,2.3033,y,0.9068,Neutral,6,1,NON-ASC,3554.7,2159,1692,1857.9,2081.5,2303.3,13648.4
1111,48,3.0556,5.6655,1.1652,1.4227,2.3758,1.7093,space,1.2782,Negative,13,1,NON-ASC,3055.6,5665.5,1165.2,1422.7,2375.8,1709.3,15394.1
1112,48,1.794,3.3558,1.7818,1.9722,2.3113,1.6673,n,2.3127,Positive,11,1,NON-ASC,1794,3355.8,1781.8,1972.2,2311.3,1667.3,12882.4
1113,48,2.5442,4.8543,1.278,3.2302,2.7733,2.4803,space,0.822,Positive,14,1,NON-ASC,2544.2,4854.3,1278,3230.2,2773.3,2480.3,17160.3
1114,48,2.752,3.8776,2.5617,2.2089,2.0428,2.9155,space,0.8979,Neutral,24,1,NON-ASC,2752,3877.6,2561.7,2208.9,2042.8,2915.5,16358.5
1115,48,2.4746,3.688,1.6257,2.0006,2.0024,2.5647,space,0.5029,Negative,22,1,NON-ASC,2474.6,3688,1625.7,2000.6,2002.4,2564.7,14356
1116,48,1.3152,3.5016,1.7487,2.0216,1.6244,2.0001,n,2.4348,Neutral,12,1,NON-ASC,1315.2,3501.6,1748.7,2021.6,1624.4,2000.1,12211.6
1117,48,6.7498,4.9647,1.3454,1.8112,2.7479,3.4589,space,0.5244,Positive,23,1,NON-ASC,6749.8,4964.7,1345.4,1811.2,2747.9,3458.9,21077.9
1118,48,2.6657,4.5572,1.5201,2.6864,3.675,2.0677,y,1.7805,Positive,2,1,NON-ASC,2665.7,4557.2,1520.1,2686.4,3675,2067.7,17172.1
1119,48,3.1048,3.8105,1.2612,1.8771,1.6415,1.6408,space,0.2946,Negative,19,1,NON-ASC,3104.8,3810.5,1261.2,1877.1,1641.5,1640.8,13335.9
1120,48,2.9337,3.605,1.2326,1.1694,1.5624,2.1894,n,2.9225,Negative,7,1,NON-ASC,2933.7,3605,1232.6,1169.4,1562.4,2189.4,12692.5
1121,48,4.1903,3.5845,1.4595,2.6264,1.5653,2.0229,y,1.5777,Neutral,3,1,NON-ASC,4190.3,3584.5,1459.5,2626.4,1565.3,2022.9,15448.9
1122,48,5.0013,3.2518,2.4123,1.5648,1.419,1.7201,space,0.9393,Positive,20,1,NON-ASC,5001.3,3251.8,2412.3,1564.8,1419,1720.1,15369.3
1123,48,2.2501,3.3579,1.7788,2.3967,3.3724,2.7326,n,0.8801,Positive,8,1,NON-ASC,2250.1,3357.9,1778.8,2396.7,3372.4,2732.6,15888.5
1124,48,3.5211,3.537,1.6883,2.8741,3.7844,1.5903,y,0.8627,Positive,5,1,NON-ASC,3521.1,3537,1688.3,2874.1,3784.4,1590.3,16995.2
1125,48,1.7517,3.0913,1.1781,1.3111,3.9549,1.7247,n,2.8429,Negative,10,1,NON-ASC,1751.7,3091.3,1178.1,1311.1,3954.9,1724.7,13011.8
1126,48,7.5812,4.4734,1.8919,1.4955,1.5122,1.9342,y,0.8808,Negative,4,1,NON-ASC,7581.2,4473.4,1891.9,1495.5,1512.2,1934.2,18888.4
1127,48,3.9235,3.2651,1.2506,1.2871,2.2487,1.4971,y,0.9435,Negative,1,1,NON-ASC,3923.5,3265.1,1250.6,1287.1,2248.7,1497.1,13472.1
1128,48,3.2463,3.972,1.1375,1.3335,1.4384,1.6629,space,0.002,Positive,17,1,NON-ASC,3246.3,3972,1137.5,1333.5,1438.4,1662.9,12790.6
1129,49,1.573,2.746,1.487,1.398,2.664,1.323,space,0.9,Negative,13,1,NON-ASC,1573,2746,1487,1398,2664,1323,11191
1130,49,3.261,2.106,1.524,1.669,1.668,1.498,space,0.517,Neutral,21,1,NON-ASC,3261,2106,1524,1669,1668,1498,11726
1131,49,4.288,3.362,1.106,1.288,1.356,1.63,n,3.235,Negative,7,1,NON-ASC,4288,3362,1106,1288,1356,1630,13030
1132,49,1.369,3.934,1.035,1.947,1.582,1.597,space,0.367,Neutral,18,1,NON-ASC,1369,3934,1035,1947,1582,1597,11464
1133,49,2.01,4.247,2.272,2.263,1.274,1.136,space,0.085,Negative,22,1,NON-ASC,2010,4247,2272,2263,1274,1136,13202
1134,49,1.876,1.793,1.365,2.529,1.231,1.645,space,0.501,Positive,14,1,NON-ASC,1876,1793,1365,2529,1231,1645,10439
1135,49,1.805,2.114,1.839,1.788,1.33,0.91,y,1.428,Neutral,3,1,NON-ASC,1805,2114,1839,1788,1330,910,9786
1136,49,1.313,3.224,2.295,1.405,1.611,1.148,space,0.47,Negative,16,1,NON-ASC,1313,3224,2295,1405,1611,1148,10996
1137,49,2.805,4.504,0.99,1.281,1.195,1.951,space,0.3,Positive,23,1,NON-ASC,2805,4504,990,1281,1195,1951,12726
1138,49,2.745,2.396,1.421,1.814,1.163,1.8,space,0.4,Positive,20,1,NON-ASC,2745,2396,1421,1814,1163,1800,11339
1139,49,2.107,3.557,0.728,1.577,1.264,1.552,space,0.324,Positive,17,1,NON-ASC,2107,3557,728,1577,1264,1552,10785
1140,49,1.845,2.426,1.614,1.138,1.606,2.063,y,1.06,Negative,1,1,NON-ASC,1845,2426,1614,1138,1606,2063,10692
1141,49,1.974,2.237,0.69,1.126,1.388,1.399,y,0.625,Neutral,9,1,NON-ASC,1974,2237,690,1126,1388,1399,8814
1142,49,2.547,2.303,0.769,1.364,1.472,1.356,space,0.035,Negative,19,1,NON-ASC,2547,2303,769,1364,1472,1356,9811
1143,49,1.273,1.772,1.004,1.064,1.501,1.779,y,0.693,Neutral,6,1,NON-ASC,1273,1772,1004,1064,1501,1779,8393
1144,49,1.054,2.144,0.98,1.155,1.145,1.236,n,0.691,Negative,10,1,NON-ASC,1054,2144,980,1155,1145,1236,7714
1145,49,2.704,2.139,1.354,1.442,2.031,1.04,space,1.543,Neutral,15,1,NON-ASC,2704,2139,1354,1442,2031,1040,10710
1146,49,1.585,2.037,1.08,1.145,1.172,1.383,n,8.284,Neutral,12,1,NON-ASC,1585,2037,1080,1145,1172,1383,8402
1147,49,2.079,1.695,0.795,0.942,1.334,1.171,y,0.418,Negative,4,1,NON-ASC,2079,1695,795,942,1334,1171,8016
1148,49,3.128,3.365,1.39,1.259,1.642,1.354,y,0.643,Positive,2,1,NON-ASC,3128,3365,1390,1259,1642,1354,12138
1149,49,3.321,2.862,1.355,1.339,1.307,1.764,space,0.035,Neutral,24,1,NON-ASC,3321,2862,1355,1339,1307,1764,11948
1150,49,1.82,2.884,1.049,1.907,1.519,0.882,y,1.09,Positive,5,1,NON-ASC,1820,2884,1049,1907,1519,882,10061
1151,49,1.228,3.056,1.194,1.373,1.291,1.022,n,1.1,Positive,11,1,NON-ASC,1228,3056,1194,1373,1291,1022,9164
1152,49,1.695,3.003,2.425,1.549,1.398,0.986,n,0.261,Positive,8,1,NON-ASC,1695,3003,2425,1549,1398,986,11056
1153,50,3.5745,4.3202,1.4441,1.6122,1.9295,1.5626,space,1.368,Neutral,21,1,NON-ASC,3574.5,4320.2,1444.1,1612.2,1929.5,1562.6,14443.1
1154,50,1.5152,3.9676,1.5046,2.5163,2.383,1.7756,y,4.4053,Positive,11,1,NON-ASC,1515.2,3967.6,1504.6,2516.3,2383,1775.6,13662.3
1155,50,3.5942,2.4475,1.4045,2.1473,2.1279,1.8314,y,1.2896,Negative,4,1,NON-ASC,3594.2,2447.5,1404.5,2147.3,2127.9,1831.4,13552.8
1156,50,1.7835,2.8014,2.4503,2.5586,1.7565,1.1382,y,2.0511,Neutral,3,1,NON-ASC,1783.5,2801.4,2450.3,2558.6,1756.5,1138.2,12488.5
1157,50,2.38,6.9281,1.1792,1.6093,2.1047,1.6817,y,1.7882,Neutral,9,1,NON-ASC,2380,6928.1,1179.2,1609.3,2104.7,1681.7,15883
1158,50,3.7718,3.1734,1.4473,1.8538,1.5873,1.7959,space,0.8229,Positive,20,1,NON-ASC,3771.8,3173.4,1447.3,1853.8,1587.3,1795.9,13629.5
1159,50,2.782,3.1205,2.067,1.6484,1.7089,1.8315,y,1.8189,Neutral,6,1,NON-ASC,2782,3120.5,2067,1648.4,1708.9,1831.5,13158.3
1160,50,2.7924,4.5873,1.748,1.7732,3.9421,2.1042,space,1.9357,Positive,23,1,NON-ASC,2792.4,4587.3,1748,1773.2,3942.1,2104.2,16947.2
1161,50,2.121,3.1894,1.7351,2.2412,1.5457,1.6241,n,1.3635,Positive,8,1,NON-ASC,2121,3189.4,1735.1,2241.2,1545.7,1624.1,12456.5
1162,50,1.6202,3.2701,1.3309,1.9651,1.7257,1.4009,n,1.6121,Negative,10,1,NON-ASC,1620.2,3270.1,1330.9,1965.1,1725.7,1400.9,11312.9
1163,50,2.3561,3.2054,1.5127,1.8815,1.8383,1.6528,space,1.5019,Negative,19,1,NON-ASC,2356.1,3205.4,1512.7,1881.5,1838.3,1652.8,12446.8
1164,50,2.5522,7.6046,1.5564,1.5103,1.8809,2.1088,space,0.885,Negative,7,1,NON-ASC,2552.2,7604.6,1556.4,1510.3,1880.9,2108.8,17213.2
1165,50,8.7282,2.9078,1.465,1.4225,2.2929,1.7204,space,1.0552,Positive,17,1,NON-ASC,8728.2,2907.8,1465,1422.5,2292.9,1720.4,18536.8
1166,50,3.9024,2.4196,1.4128,1.2584,1.336,1.6654,space,1.7075,Negative,22,1,NON-ASC,3902.4,2419.6,1412.8,1258.4,1336,1665.4,11994.6
1167,50,2.8286,3.0682,1.4578,2.9029,2.0983,1.7266,space,1.5885,Neutral,18,1,NON-ASC,2828.6,3068.2,1457.8,2902.9,2098.3,1726.6,14082.4
1168,50,1.7093,2.2488,1.472,1.3968,2.6208,1.7632,space,1.8013,Negative,13,1,NON-ASC,1709.3,2248.8,1472,1396.8,2620.8,1763.2,11210.9
1169,50,0.1878,3.1457,1.2557,1.3335,2.1907,2.0075,y,1.4431,Negative,1,1,NON-ASC,187.8,3145.7,1255.7,1333.5,2190.7,2007.5,10120.9
1170,50,3.4891,3.3977,1.3297,1.563,1.6737,1.4152,space,2.1697,Neutral,15,1,NON-ASC,3489.1,3397.7,1329.7,1563,1673.7,1415.2,12868.4
1171,50,1.6424,2.969,1.3966,1.4197,1.5544,1.7148,y,2.9057,Neutral,12,1,NON-ASC,1642.4,2969,1396.6,1419.7,1554.4,1714.8,10696.9
1172,50,5.7098,4.3777,1.8504,1.9678,1.8408,0.9673,y,1.8845,Positive,5,1,NON-ASC,5709.8,4377.7,1850.4,1967.8,1840.8,967.3,16713.8
1173,50,5.5426,3.0513,2.3691,1.8256,2.3109,1.8036,y,1.5521,Positive,2,1,NON-ASC,5542.6,3051.3,2369.1,1825.6,2310.9,1803.6,16903.1
1174,50,4.1384,3.301,1.5696,2.213,1.8654,3.4388,space,0.6401,Positive,14,1,NON-ASC,4138.4,3301,1569.6,2213,1865.4,3438.8,16526.2
1175,50,3.7118,3.356,1.8471,1.6136,1.6915,2.3425,space,1.5257,Neutral,24,1,NON-ASC,3711.8,3356,1847.1,1613.6,1691.5,2342.5,14562.5
1176,50,2.3901,3.9774,1.7857,1.5043,1.4769,2.2323,space,0.5075,Negative,16,1,NON-ASC,2390.1,3977.4,1785.7,1504.3,1476.9,2232.3,13366.7
1177,51,6.9759,5.2936,1.9658,2.5662,2.7297,1.8977,y,0.9419,Positive,2,1,NON-ASC,6975.9,5293.6,1965.8,2566.2,2729.7,1897.7,21428.9
1178,51,3.9683,7.5126,2.5473,3.0047,1.8984,1.5644,space,1.2606,Neutral,21,1,NON-ASC,3968.3,7512.6,2547.3,3004.7,1898.4,1564.4,20495.7
1179,51,3.8112,3.9999,1.5958,1.684,2.1184,2.3792,space,3.7508,Neutral,24,1,NON-ASC,3811.2,3999.9,1595.8,1684,2118.4,2379.2,15588.5
1180,51,1.9499,2.67,1.284,2.1903,1.8125,1.6737,n,0.7573,Negative,10,1,NON-ASC,1949.9,2670,1284,2190.3,1812.5,1673.7,11580.4
1181,51,2.8494,2.3987,1.4891,1.8297,2.2635,2.2508,n,0.7109,Positive,8,1,NON-ASC,2849.4,2398.7,1489.1,1829.7,2263.5,2250.8,13081.2
1182,51,2.0338,5.4593,1.839,1.5447,2.1341,1.7513,n,1.0772,Positive,11,1,NON-ASC,2033.8,5459.3,1839,1544.7,2134.1,1751.3,14762.2
1183,51,2.7835,3.5541,1.2735,1.6338,1.5868,1.768,space,4.5269,Positive,14,1,NON-ASC,2783.5,3554.1,1273.5,1633.8,1586.8,1768,12599.7
1184,51,2.7509,3.6714,1.3345,1.3343,1.8902,1.7595,n,1.5284,Negative,7,1,NON-ASC,2750.9,3671.4,1334.5,1334.3,1890.2,1759.5,12740.8
1185,51,3.7695,4.0031,1.3319,1.6938,1.9215,1.1677,y,0.9058,Positive,5,1,NON-ASC,3769.5,4003.1,1331.9,1693.8,1921.5,1167.7,13887.5
1186,51,1.9675,2.884,1.5008,1.5176,1.6154,1.3178,space,3.0743,Neutral,15,1,NON-ASC,1967.5,2884,1500.8,1517.6,1615.4,1317.8,10803.1
1187,51,3.0674,2.434,1.5927,1.5511,1.2088,1.733,space,1.7324,Negative,19,1,NON-ASC,3067.4,2434,1592.7,1551.1,1208.8,1733,11587
1188,51,3.2557,2.6214,1.3496,1.4202,1.5592,1.618,y,0.5121,Negative,4,1,NON-ASC,3255.7,2621.4,1349.6,1420.2,1559.2,1618,11824.1
1189,51,3.432,2.0009,0.9198,1.2958,1.7,1.6179,y,0.699,Neutral,9,1,NON-ASC,3432,2000.9,919.8,1295.8,1700,1617.9,10966.4
1190,51,2.0901,3.5506,1.0044,1.1837,1.4997,1.5521,y,0.5977,Negative,1,1,NON-ASC,2090.1,3550.6,1004.4,1183.7,1499.7,1552.1,10880.6
1191,51,1.9671,3.4091,1.1093,1.3081,1.6581,1.8342,space,2.5995,Positive,23,1,NON-ASC,1967.1,3409.1,1109.3,1308.1,1658.1,1834.2,11285.9
1192,51,2.0534,3.1346,1.301,1.3678,1.3918,1.3845,space,1.6928,Negative,22,1,NON-ASC,2053.4,3134.6,1301,1367.8,1391.8,1384.5,10633.1
1193,51,2.5603,3.5726,0.9127,2.0422,1.3036,1.7162,space,5.2415,Positive,20,1,NON-ASC,2560.3,3572.6,912.7,2042.2,1303.6,1716.2,12107.6
1194,51,2.0093,3.2606,2.951,1.3294,1.6208,1.821,y,3.2691,Neutral,6,1,NON-ASC,2009.3,3260.6,2951,1329.4,1620.8,1821,12992.1
1195,51,2.3844,4.5277,1.0291,1.3324,1.2279,1.4411,n,3.0311,Neutral,12,1,NON-ASC,2384.4,4527.7,1029.1,1332.4,1227.9,1441.1,11942.6
1196,51,4.2504,3.0505,0.9428,1.5245,1.5018,1.3339,space,21.0433,Positive,17,1,NON-ASC,4250.4,3050.5,942.8,1524.5,1501.8,1333.9,12603.9
1197,51,4.3663,2.9301,1.6883,2.4957,1.7115,1.4679,space,2.0643,Neutral,18,1,NON-ASC,4366.3,2930.1,1688.3,2495.7,1711.5,1467.9,14659.8
1198,51,2.1002,3.7165,1.5344,1.8556,1.8589,1.3846,y,0.7829,Neutral,3,1,NON-ASC,2100.2,3716.5,1534.4,1855.6,1858.9,1384.6,12450.2
1199,51,2.0128,2.91,1.0171,1.3678,1.6392,1.4846,space,1.0871,Negative,16,1,NON-ASC,2012.8,2910,1017.1,1367.8,1639.2,1484.6,10431.5
1200,51,1.9688,2.7307,0.7915,1.0067,2.0878,2.0304,space,10.6416,Negative,13,1,NON-ASC,1968.8,2730.7,791.5,1006.7,2087.8,2030.4,10615.9
1201,52,2.299,4.1837,2.3379,2.4668,2.3013,1.6737,y,0.8627,Negative,3,1,NON-ASC,2299,4183.7,2337.9,2466.8,2301.3,1673.7,15262.4
1202,52,1.7832,7.5835,2.3306,2.6811,3.204,2.1663,n,1.3455,Neutral,11,1,NON-ASC,1783.2,7583.5,2330.6,2681.1,3204,2166.3,19748.7
1203,52,4.3116,7.4861,1.9506,2.437,2.5522,1.5077,y,1.1371,Neutral,5,1,NON-ASC,4311.6,7486.1,1950.6,2437,2552.2,1507.7,20245.2
1204,52,2.6214,12.119,1.5352,1.6487,1.4302,1.7483,space,1.4294,Neutral,14,1,NON-ASC,2621.4,12119,1535.2,1648.7,1430.2,1748.3,21102.8
1205,52,3.1814,7.3252,1.6988,1.7842,2.0475,2.0807,space,0.9267,Neutral,20,1,NON-ASC,3181.4,7325.2,1698.8,1784.2,2047.5,2080.7,18117.8
1206,52,3.4147,5.6862,1.3046,1.1157,1.7422,2.1359,n,0.937,Positive,7,1,NON-ASC,3414.7,5686.2,1304.6,1115.7,1742.2,2135.9,15399.3
1207,52,3.255,3.633,2.2913,1.4307,1.9175,2.1293,n,0.5521,Neutral,8,1,NON-ASC,3255,3633,2291.3,1430.7,1917.5,2129.3,14656.8
1208,52,1.4518,2.0485,1.3891,1.9417,1.529,1.5045,n,0.8722,Positive,10,1,NON-ASC,1451.8,2048.5,1389.1,1941.7,1529,1504.5,9864.6
1209,52,2.6367,4.73,1.3778,1.5704,1.8032,2.5839,space,0.9395,Negative,24,1,NON-ASC,2636.7,4730,1377.8,1570.4,1803.2,2583.9,14702
